ConfigRuleName,SourceIdentifier
access-keys-rotated,ACCESS_KEYS_ROTATED
account-part-of-organizations,ACCOUNT_PART_OF_ORGANIZATIONS
cloud-trail-cloud-watch-logs-enabled,CLOUD_TRAIL_CLOUD_WATCH_LOGS_ENABLED
cloud-trail-encryption-enabled,CLOUD_TRAIL_ENCRYPTION_ENABLED
cloud-trail-log-file-validation-enabled,CLOUD_TRAIL_LOG_FILE_VALIDATION_ENABLED
cloudtrail-s3-dataevents-enabled,CLOUDTRAIL_S3_DATAEVENTS_ENABLED
cmk-backing-key-rotation-enabled,CMK_BACKING_KEY_ROTATION_ENABLED
ec2-ebs-encryption-by-default,EC2_EBS_ENCRYPTION_BY_DEFAULT
encrypted-volumes,ENCRYPTED_VOLUMES
iam-no-inline-policy-check,IAM_NO_INLINE_POLICY_CHECK
iam-password-policy,IAM_PASSWORD_POLICY
iam-policy-in-use,IAM_POLICY_IN_USE
iam-policy-no-statements-with-admin-access,IAM_POLICY_NO_STATEMENTS_WITH_ADMIN_ACCESS
iam-root-access-key-check,IAM_ROOT_ACCESS_KEY_CHECK
iam-user-group-membership-check,IAM_USER_GROUP_MEMBERSHIP_CHECK
iam-user-no-policies-check,IAM_USER_NO_POLICIES_CHECK
iam-user-unused-credentials-check,IAM_USER_UNUSED_CREDENTIALS_CHECK
restricted-ssh,INCOMING_SSH_DISABLED
mfa-enabled-for-iam-console-access,MFA_ENABLED_FOR_IAM_CONSOLE_ACCESS
multi-region-cloudtrail-enabled,MULTI_REGION_CLOUD_TRAIL_ENABLED
nacl-no-unrestricted-ssh-rdp,NACL_NO_UNRESTRICTED_SSH_RDP
rds-snapshot-encrypted,RDS_SNAPSHOT_ENCRYPTED
rds-storage-encrypted,RDS_STORAGE_ENCRYPTED
restricted-common-ports,RESTRICTED_INCOMING_TRAFFIC
root-account-hardware-mfa-enabled,ROOT_ACCOUNT_HARDWARE_MFA_ENABLED
root-account-mfa-enabled,ROOT_ACCOUNT_MFA_ENABLED
s3-account-level-public-access-blocks-periodic,S3_ACCOUNT_LEVEL_PUBLIC_ACCESS_BLOCKS_PERIODIC
s3-bucket-level-public-access-prohibited,S3_BUCKET_LEVEL_PUBLIC_ACCESS_PROHIBITED
s3-bucket-logging-enabled,S3_BUCKET_LOGGING_ENABLED
s3-bucket-public-read-prohibited,S3_BUCKET_PUBLIC_READ_PROHIBITED
s3-bucket-public-write-prohibited,S3_BUCKET_PUBLIC_WRITE_PROHIBITED
s3-bucket-server-side-encryption-enabled,S3_BUCKET_SERVER_SIDE_ENCRYPTION_ENABLED
s3-bucket-ssl-requests-only,S3_BUCKET_SSL_REQUESTS_ONLY
s3-bucket-versioning-enabled,S3_BUCKET_VERSIONING_ENABLED
vpc-default-security-group-closed,VPC_DEFAULT_SECURITY_GROUP_CLOSED
vpc-flow-logs-enabled,VPC_FLOW_LOGS_ENABLED
account-contact-details-configured,AWS_CONFIG_PROCESS_CHECK
account-security-contact-configured,AWS_CONFIG_PROCESS_CHECK
account-security-questions-configured,AWS_CONFIG_PROCESS_CHECK
root-account-regular-use,AWS_CONFIG_PROCESS_CHECK
iam-user-console-and-api-access-at-creation,AWS_CONFIG_PROCESS_CHECK
iam-user-single-access-key,AWS_CONFIG_PROCESS_CHECK
iam-expired-certificates,AWS_CONFIG_PROCESS_CHECK
iam-access-analyzer-enabled,AWS_CONFIG_PROCESS_CHECK
config-enabled-all-regions,AWS_CONFIG_PROCESS_CHECK
alarm-unauthorized-api-calls,AWS_CONFIG_PROCESS_CHECK
alarm-sign-in-without-mfa,AWS_CONFIG_PROCESS_CHECK
alarm-root-account-use,AWS_CONFIG_PROCESS_CHECK
alarm-iam-policy-change,AWS_CONFIG_PROCESS_CHECK
alarm-cloudtrail-config-change,AWS_CONFIG_PROCESS_CHECK
alarm-s3-bucket-policy-change,AWS_CONFIG_PROCESS_CHECK
alarm-vpc-network-gateway-change,AWS_CONFIG_PROCESS_CHECK
alarm-vpc-route-table-change,AWS_CONFIG_PROCESS_CHECK
alarm-vpc-change,AWS_CONFIG_PROCESS_CHECK
alarm-organizations-change,AWS_CONFIG_PROCESS_CHECK
ec2-instance-profile-attached,EC2_INSTANCE_PROFILE_ATTACHED
alarm-console-auth-failures,AWS_CONFIG_PROCESS_CHECK
alarm-kms-disable-or-delete-cmk,AWS_CONFIG_PROCESS_CHECK
alarm-aws-config-change,AWS_CONFIG_PROCESS_CHECK
alarm-vpc-secrity-group-change,AWS_CONFIG_PROCESS_CHECK
alarm-vpc-nacl-change,AWS_CONFIG_PROCESS_CHECK
vpc-peering-least-access,AWS_CONFIG_PROCESS_CHECK
